bowler,batsman,runs 
DE Bollinger,MK Pandey,5
Z Khan,Azhar Mahmood,5
Azhar Mahmood,AB McDonald,5
V Sehwag,JD Ryder,5
Y Nagar,SC Ganguly,5
M Kartik,P Negi,5
BA Bhatt,KD Karthik,5
KA Pollard,N Saini,5
KA Pollard,Azhar Mahmood,5
V Pratap Singh,MS Bisla,5
Ankit Sharma,MK Tiwary,5
T Natarajan,SS Iyer,5
AC Thomas,JP Duminy,5
AC Thomas,IR Jaggi,5
Ankit Sharma,JD Ryder,5
RJ Peterson,DPMD Jayawardene,5
R Ashwin,Azhar Mahmood,5
DJ Bravo,Azhar Mahmood,5
KMDN Kulasekara,P Kumar,5
P Awana,S Badrinath,5
YK Pathan,V Kohli,5
AA Chavan,DPMD Jayawardene,5
GB Hogg,Y Nagar,5
A Ashish Reddy,RG Sharma,5
WD Parnell,CL White,5
S Dhawan,SPD Smith,5
M Morkel,AA Chavan,5
AA Chavan,Y Nagar,5
SP Narine,KS Williamson,5
NM Coulter-Nile,Yuvraj Singh,5
Rashid Khan,YK Pathan,5
M Kartik,RJ Peterson,5
JEC Franklin,SC Ganguly,5
V Pratap Singh,F du Plessis,5
AA Jhunjhunwala,SK Raina,5
Iqbal Abdulla,MJ Clarke,5
SP Narine,WD Parnell,5
Azhar Mahmood,AL Menaria,5
A Mithun,DJ Harris,5
M Muralitharan,DJ Harris,5
VR Aaron,MK Tiwary,5
SW Tait,MJ Clarke,5
S Dhawan,SE Marsh,5
P Awana,CL White,5
P Awana,J Theron,5
J Syed Mohammad,DR Smith,5
R Vinay Kumar,Harbhajan Singh,5
S Aravind,JC Buttler,5
AF Milne,RG Sharma,5
MJ Clarke,V Kohli,5
DR Smith,DB Das,5
Azhar Mahmood,DT Christian,5
MS Gony,SD Chitnis,5
JH Kallis,F du Plessis,5
UT Yadav,PP Chawla,5
Azhar Mahmood,NV Ojha,5
KA Pollard,G Gambhir,5
RP Singh,SP Narine,5
SP Narine,SR Tendulkar,5
SN Thakur,RA Jadeja,5
BW Hilfenhaus,Azhar Mahmood,5
V Pratap Singh,STR Binny,5
A Ashish Reddy,R Dravid,5
A Chandila,JP Duminy,5
SC Ganguly,Shakib Al Hasan,5
R Bhatia,CJ Ferguson,5
R Bhatia,AP Majumdar,5
JA Morkel,DS Kulkarni,5
Harbhajan Singh,KB Arun Karthik,5
MG Johnson,KB Arun Karthik,5
JD Unadkat,SR Tendulkar,5
R Sharma,PA Reddy,5
AD Russell,STR Binny,5
DP Nannes,RT Ponting,5
RJ Harris,AM Nayar,5
AD Mathews,Mandeep Singh,5
Ankit Sharma,KK Nair,5
JD Unadkat,GH Vihari,5
JH Kallis,STR Binny,5
KK Cooper,EJG Morgan,5
JD Unadkat,SP Jackson,5
A Mishra,MC Juneja,5
UT Yadav,KC Sangakkara,5
J Botha,GH Vihari,5
M Morkel,A Ashish Reddy,5
AD Mathews,KA Pollard,5
DP Nannes,MA Agarwal,5
KV Sharma,JH Kallis,5
S Sreesanth,R Sathish,5
KK Cooper,Azhar Mahmood,5
AM Nayar,RA Jadeja,5
Azhar Mahmood,G Gambhir,5
S Nadeem,KM Jadhav,5
MG Johnson,STR Binny,5
SK Trivedi,MG Johnson,5
JP Faulkner,SL Malinga,5
RA Jadeja,BMAJ Mendis,5
Azhar Mahmood,GH Vihari,5
MS Gony,CL White,5
MS Gony,A Ashish Reddy,5
L Balaji,R Ashwin,5
SMSM Senanayake,R Ashwin,5
JO Holder,DH Yagnik,5
CH Morris,R Dravid,5
S Aravind,MJ Guptill,5
A Choudhary,AR Patel,5
GJ Maxwell,S Badree,5
JD Unadkat,Yuvraj Singh,5
SMSM Senanayake,KD Karthik,5
R Ashwin,A Mishra,5
CH Morris,DJG Sammy,5
SMSM Senanayake,Gurkeerat Singh,5
SL Malinga,J Syed Mohammad,5
MG Johnson,R Vinay Kumar,5
Mohammed Shami,MEK Hussey,5
DP Nannes,G Gambhir,5
AB Dinda,UBT Chand,5
A Chandila,A Mukund,5
BA Stokes,Bipul Sharma,5
MG Johnson,Mandeep Singh,5
MG Johnson,P Kumar,5
CH Morris,B Kumar,5
IK Pathan,EJG Morgan,5
MM Sharma,DJ Hussey,5
S Narwal,AM Rahane,5
AA Chavan,G Gambhir,5
JP Faulkner,MS Bisla,5
I Sharma,UBT Chand,5
DJG Sammy,IK Pathan,5
CJ Anderson,RG Sharma,5
Harbhajan Singh,CJ Anderson,5
KV Sharma,A Mishra,5
BJ Rohrer,AM Rahane,5
MG Johnson,MS Bisla,5
PP Ojha,DB Das,5
DJG Sammy,RA Jadeja,5
CH Morris,KV Sharma,5
KK Cooper,AC Gilchrist,5
Sandeep Sharma,CL White,5
Harmeet Singh,CL White,5
DW Steyn,LA Pomersbach,5
C de Grandhomme,TM Head,5
CR Woakes,KM Jadhav,5
RN ten Doeschate,V Kohli,5
JD Unadkat,RN ten Doeschate,5
PP Chawla,MC Juneja,5
RE van der Merwe,DA Miller,5
SMSM Senanayake,RV Uthappa,5
RN ten Doeschate,MK Pandey,5
R Ashwin,RE van der Merwe,5
SR Watson,GJ Maxwell,5
JP Faulkner,Harbhajan Singh,5
MG Neser,MC Henriques,5
MC Henriques,Mandeep Singh,5
PV Tambe,GH Vihari,5
SK Trivedi,GH Vihari,5
KK Cooper,KV Sharma,5
KV Sharma,SV Samson,5
NM Coulter-Nile,AC Gilchrist,5
KA Pollard,M Vohra,5
PP Chawla,R Dhawan,5
Sandeep Sharma,Harbhajan Singh,5
MM Sharma,Ishan Kishan,5
Sandeep Sharma,RA Jadeja,5
VR Aaron,RA Jadeja,5
AD Mathews,BJ Rohrer,5
WD Parnell,IK Pathan,5
Anand Rajan,MS Bisla,5
KV Sharma,EJG Morgan,5
KK Cooper,CL White,5
R Dhawan,DJ Bravo,5
R Dhawan,DR Smith,5
MC Henriques,HH Pandya,5
S Kaul,KV Sharma,5
DW Steyn,R Bhatia,5
Z Khan,NJ Maddinson,5
DS Kulkarni,CA Pujara,5
R Bhatia,CA Pujara,5
JP Duminy,DR Smith,5
DR Smith,JDS Neesham,5
B Kumar,MG Johnson,5
MG Johnson,DW Steyn,5
BW Hilfenhaus,AM Nayar,5
JH Kallis,YV Takawale,5
WD Parnell,AJ Finch,5
LR Shukla,DA Warner,5
A Mishra,Q de Kock,5
CR Woakes,WP Saha,5
AS Rajpoot,GJ Maxwell,5
AS Rajpoot,WP Saha,5
MM Sharma,CA Lynn,5
MJ Henry,C de Grandhomme,5
R Bhatia,MA Starc,5
R Rampaul,AM Nayar,5
UT Yadav,R Dhawan,5
Mohammed Shami,AP Tare,5
Mohammed Shami,CJ Anderson,5
Mohammed Shami,CM Gautam,5
R Ashwin,KL Rahul,5
R Dhawan,VR Aaron,5
AR Patel,VR Aaron,5
YS Chahal,GJ Bailey,5
VR Aaron,R Dhawan,5
DW Steyn,BR Dunk,5
DJG Sammy,BR Dunk,5
Sandeep Sharma,BR Dunk,5
KW Richardson,M Vijay,5
S Nadeem,KK Nair,5
CR Brathwaite,RA Jadeja,5
Mohammed Shami,JP Faulkner,5
DR Smith,SS Iyer,5
B Kumar,RR Rossouw,5
BW Hilfenhaus,KM Jadhav,5
MA Starc,CM Gautam,5
KA Pollard,VR Aaron,5
SA Yadav,Q de Kock,5
JH Kallis,Q de Kock,5
SP Narine,KP Pietersen,5
PV Tambe,MC Henriques,5
KW Richardson,IK Pathan,5
KW Richardson,DW Steyn,5
DW Steyn,DS Kulkarni,5
MA Starc,Mandeep Singh,5
MA Starc,AR Patel,5
MJ McClenaghan,AR Patel,5
RN ten Doeschate,V Sehwag,5
JP Faulkner,VH Zol,5
Mohammed Shami,S Rana,5
M Muralitharan,Q de Kock,5
AN Ahmed,KP Pietersen,5
UT Yadav,LMP Simmons,5
JP Duminy,SV Samson,5
KK Cooper,R Shukla,5
DJG Sammy,MK Pandey,5
KV Sharma,RN ten Doeschate,5
S Nadeem,BA Stokes,5
MN Samuels,MK Tiwary,5
Mohammed Shami,Washington Sundar,5
Sandeep Sharma,M Vijay,5
B Kumar,MA Starc,5
PJ Cummins,DR Smith,5
P Kumar,M Vohra,5
K Santokie,AR Patel,5
K Santokie,R Dhawan,5
Yuvraj Singh,Shakib Al Hasan,5
S Gopal,KD Karthik,5
S Gopal,MK Tiwary,5
KK Cooper,GJ Bailey,5
Mohammad Nabi,Ishan Kishan,5
Mohammed Siraj,JP Faulkner,5
MG Johnson,JDS Neesham,5
DS Kulkarni,AT Rayudu,5
P Awana,Shakib Al Hasan,5
Shakib Al Hasan,AR Patel,5
DJ Muthuswami,F du Plessis,5
NM Coulter-Nile,R Ashwin,5
A Nehra,SS Iyer,5
PV Tambe,M Vijay,5
DS Kulkarni,AR Patel,5
CH Morris,Karanveer Singh,5
C de Grandhomme,RG Sharma,5
DJ Bravo,KS Williamson,5
SA Abbott,SA Yadav,5
AD Russell,AB de Villiers,5
M Morkel,AN Ahmed,5
Imran Tahir,KK Nair,5
SL Malinga,R Dhawan,5
PV Tambe,UBT Chand,5
NM Coulter-Nile,V Sehwag,5
Anureet Singh,JP Duminy,5
AR Patel,AD Mathews,5
DJ Hooda,EJG Morgan,5
TA Boult,STR Binny,5
JD Unadkat,SE Marsh,5
SN Thakur,SE Marsh,5
SN Thakur,AR Patel,5
DT Christian,Swapnil Singh,5
A Zampa,Swapnil Singh,5
MM Sharma,RA Tripathi,5
R Tewatia,SPD Smith,5
Harbhajan Singh,D Wiese,5
DJ Muthuswami,RV Uthappa,5
Sandeep Sharma,JP Faulkner,5
RS Bopara,AD Russell,5
AD Mathews,SL Malinga,5
Avesh Khan,KK Nair,5
MJ McClenaghan,RS Bopara,5
DJ Bravo,Anureet Singh,5
D Wiese,KM Jadhav,5
Anureet Singh,MC Henriques,5
TA Boult,AR Patel,5
Imran Tahir,PP Chawla,5
TG Southee,Mandeep Singh,5
TG Southee,SN Khan,5
NM Coulter-Nile,SN Thakur,5
AR Patel,SS Tiwary,5
D Wiese,G Gambhir,5
MA Starc,YK Pathan,5
AD Russell,D Wiese,5
LH Ferguson,KA Pollard,5
SN Thakur,HH Pandya,5
LH Ferguson,KH Pandya,5
RG More,S Dhawan,5
MC Henriques,DJ Bravo,5
P Kumar,P Negi,5
M Vijay,PA Patel,5
MJ McClenaghan,GJ Bailey,5
D Wiese,P Negi,5
Harbhajan Singh,KM Jadhav,5
J Suchith,JP Duminy,5
YS Chahal,Sandeep Sharma,5
J Suchith,F du Plessis,5
J Suchith,MS Dhoni,5
DJ Bravo,HH Pandya,5
BE Hendricks,RV Uthappa,5
BE Hendricks,G Gambhir,5
BE Hendricks,AD Russell,5
P Negi,SV Samson,5
Bipul Sharma,M Vohra,5
J Yadav,MS Dhoni,5
Shakib Al Hasan,PA Patel,5
IC Pandey,Gurkeerat Singh,5
BE Hendricks,BB McCullum,5
Gurkeerat Singh,F du Plessis,5
BE Hendricks,MS Dhoni,5
KH Pandya,IR Jaggi,5
NM Coulter-Nile,KH Pandya,5
Harbhajan Singh,KV Sharma,5
S Aravind,SV Samson,5
D Wiese,Ankit Sharma,5
S Aravind,F du Plessis,5
M Ashwin,AT Rayudu,5
PP Chawla,CH Morris,5
MG Johnson,Ishan Kishan,5
Parvez Rasool,S Dhawan,5
HV Patel,EJG Morgan,5
GB Hogg,PA Patel,5
JW Hastings,JC Buttler,5
CR Brathwaite,WP Saha,5
Z Khan,P Sahu,5
DS Kulkarni,JC Buttler,5
JJ Bumrah,DS Kulkarni,5
Bipul Sharma,JC Buttler,5
MC Henriques,JC Buttler,5
P Sahu,MK Pandey,5
AA Noffke,SC Ganguly,5
DJ Hooda,KD Karthik,5
M Ashwin,V Kohli,5
Mohammed Shami,KH Pandya,5
KJ Abbott,EJG Morgan,5
Z Khan,JP Faulkner,5
DS Kulkarni,CH Morris,5
R Sathish,KH Pandya,5
TA Boult,JC Buttler,5
CR Woakes,KA Pollard,5
CR Woakes,HH Pandya,5
JDP Oram,SM Katich,5
CR Brathwaite,R Sathish,5
CR Brathwaite,AD Russell,5
MC Henriques,Sachin Baby,5
B Kumar,Parvez Rasool,5
NLTC Perera,JC Buttler,5
T Shamsi,SA Yadav,5
Sandeep Sharma,YK Pathan,5
R Bhatia,SW Billings,5
M Ashwin,SW Billings,5
DS Kulkarni,KS Williamson,5
A Mishra,MP Stoinis,5
MP Stoinis,KK Nair,5
KC Cariappa,KK Nair,5
BB Sran,JJ Bumrah,5
M Morkel,DR Smith,5
Iqbal Abdulla,WP Saha,5
A Zampa,KS Williamson,5
TG Southee,Sachin Baby,5
Mustafizur Rahman,SV Samson,5
TG Southee,Gurkeerat Singh,5
CJ Jordan,KD Karthik,5
JH Kallis,PR Shah,5
Z Khan,SM Pollock,5
Shakib Al Hasan,SS Tiwary,5
BCJ Cutting,WP Saha,5
BCJ Cutting,HM Amla,5
S Aravind,Shakib Al Hasan,5
NM Coulter-Nile,UT Khawaja,5
YS Chahal,MM Sharma,5
DJ Bravo,SA Yadav,5
Z Khan,B Kumar,5
DL Chahar,Gurkeerat Singh,5
AB Dinda,F Behardien,5
Gurkeerat Singh,UT Khawaja,5
M Kartik,SB Styris,5
WPUJC Vaas,BB McCullum,5
RP Singh,Mohammad Hafeez,5
KS Williamson,C Munro,5
DJ Hooda,YK Pathan,5
YS Chahal,ER Dwivedi,5
CJ Jordan,DJ Bravo,5
R Sathish,Yuvraj Singh,5
Mustafizur Rahman,SA Yadav,5
B Kumar,ER Dwivedi,5
BCJ Cutting,AJ Finch,5
BCJ Cutting,DJ Bravo,5
DR Smith,Yuvraj Singh,5
CJ Jordan,Bipul Sharma,5
SR Watson,K Goel,5
B Lee,M Kaif,5
JR Hopes,DS Lehmann,5
PP Chawla,DS Lehmann,5
GD McGrath,AC Gilchrist,5
SM Pollock,SK Raina,5
MA Khote,SK Raina,5
MA Khote,JDP Oram,5
WPUJC Vaas,Kamran Akmal,5
D Kalyankrishna,M Kaif,5
SK Trivedi,P Kumar,5
MM Sharma,Vishnu Vinod,5
MP Stoinis,Mandeep Singh,5
TS Mills,M Vohra,5
RP Singh,L Ronchi,5
SB Bangar,ST Jayasuriya,5
A Nehra,VVS Laxman,5
VRV Singh,Shoaib Malik,5
VY Mahesh,TM Srivastava,5
MS Gony,B Chipli,5
SM Pollock,SC Ganguly,5
SM Pollock,RT Ponting,5
DS Kulkarni,DB Das,5
ST Jayasuriya,DJ Hussey,5
Mohammad Hafeez,RV Uthappa,5
SC Ganguly,RV Uthappa,5
IK Pathan,Shahid Afridi,5
RP Singh,RR Sarwan,5
DNT Zoysa,DPMD Jayawardene,5
DJ Hussey,SA Asnodkar,5
Sohail Tanvir,DJ Hussey,5
GD McGrath,SP Fleming,5
Mohammad Asif,PA Patel,5
VY Mahesh,MS Dhoni,5
Mohammad Asif,JA Morkel,5
SB Bangar,Misbah-ul-Haq,5
AB Dinda,SW Billings,5
A Mishra,A Zampa,5
Z Khan,AB Dinda,5
Shoaib Malik,SS Tiwary,5
CK Kapugedera,G Gambhir,5
GD McGrath,CK Kapugedera,5
VY Mahesh,S Badrinath,5
DW Steyn,M Kartik,5
R Vinay Kumar,M Kartik,5
I Sharma,S Chanderpaul,5
SR Watson,DB Ravi Teja,5
SB Styris,GC Smith,5
JJ Bumrah,BCJ Cutting,5
DP Vijaykumar,T Taibu,5
I Sharma,DB Ravi Teja,5
Umar Gul,WPUJC Vaas,5
LR Shukla,RP Singh,5
V Sehwag,SK Warne,5
PJ Sangwan,SK Warne,5
VRV Singh,CL White,5
Z Khan,LA Pomersbach,5
VY Mahesh,A Chopra,5
PJ Sangwan,LR Shukla,5
SM Pollock,SP Fleming,5
DS Kulkarni,JA Morkel,5
L Balaji,ST Jayasuriya,5
DP Vijaykumar,S Dhawan,5
Mohammad Asif,HH Gibbs,5
A Mishra,SB Styris,5
R Bhatia,SB Styris,5
MF Maharoof,SB Styris,5
TS Mills,DA Warner,4
TS Mills,MC Henriques,4
YS Chahal,DJ Hooda,4
Rashid Khan,Mandeep Singh,4
Imran Tahir,JC Buttler,4
Imran Tahir,N Rana,4
Imran Tahir,HH Pandya,4
HH Pandya,BA Stokes,4
PP Chawla,MP Stoinis,4
A Nehra,RP Singh,4
L Balaji,DB Das,4
M Ntini,LR Shukla,4
JA Morkel,LR Shukla,4
MF Maharoof,Misbah-ul-Haq,4
MF Maharoof,CL White,4
GD McGrath,Z Khan,4
Sohail Tanvir,Mohammad Hafeez,4
SK Trivedi,DB Das,4
Sohail Tanvir,WP Saha,4
IK Pathan,DR Smith,4
S Sreesanth,SD Chitnis,4
S Sreesanth,PR Shah,4
MS Gony,SP Goswami,4
P Kumar,MS Gony,4
PP Chawla,AC Gilchrist,4
VY Mahesh,SD Chitnis,4
STR Binny,KH Pandya,4
PP Ojha,W Jaffer,4
Shahid Afridi,R Dravid,4
Shahid Afridi,MV Boucher,4
Umar Gul,SE Marsh,4
BAW Mendis,KC Sangakkara,4
S Sreesanth,DB Das,4
PP Chawla,DJ Hussey,4
PP Chawla,LR Shukla,4
VRV Singh,LR Shukla,4
SR Watson,ST Jayasuriya,4
Shahid Afridi,PA Patel,4
DP Vijaykumar,MS Dhoni,4
MM Patel,GD McGrath,4
M Muralitharan,WA Mota,4
YK Pathan,MS Dhoni,4
JA Morkel,RA Jadeja,4
M Ntini,Sohail Tanvir,4
L Balaji,Sohail Tanvir,4
DP Nannes,K Goel,4
Harmeet Singh,A Chopra,4
FH Edwards,M Kartik,4
AB Dinda,VVS Laxman,4
MC Henriques,HH Gibbs,4
LRPL Taylor,SK Raina,4
M Muralitharan,R Vinay Kumar,4
KP Pietersen,AC Gilchrist,4
Harmeet Singh,KP Pietersen,4
A Flintoff,KD Karthik,4
DP Nannes,PA Patel,4
DL Vettori,A Flintoff,4
DP Nannes,Joginder Sharma,4
Anureet Singh,PC Valthaty,4
CH Gayle,AS Raut,4
KP Pietersen,RS Bopara,4
PJ Sangwan,KP Pietersen,4
Pankaj Singh,G Gambhir,4
YA Abdulla,AD Mascarenhas,4
A Nehra,SA Yadav,4
UT Yadav,DJ Hooda,4
Y Venugopal Rao,S Badrinath,4
JDP Oram,RG Sharma,4
L Balaji,AA Bilakhia,4
AM Nayar,SC Ganguly,4
Z Khan,LR Shukla,4
SK Warne,DL Vettori,4
YK Pathan,DL Vettori,4
KP Pietersen,MN van Wyk,4
KP Appanna,CH Gayle,4
KP Pietersen,WP Saha,4
RE van der Merwe,AB Agarkar,4
BJ Hodge,JH Kallis,4
DJ Bravo,WA Mota,4
Shoaib Ahmed,AB de Villiers,4
Shoaib Ahmed,KD Karthik,4
S Tyagi,GC Smith,4
LR Shukla,AM Rahane,4
Z Khan,MN van Wyk,4
SL Malinga,LR Shukla,4
JD Ryder,K Goel,4
RA Jadeja,TL Suman,4
FH Edwards,LA Carseldine,4
PP Ojha,SK Warne,4
Shoaib Ahmed,AS Raut,4
RP Singh,AS Raut,4
SB Jakati,TM Dilshan,4
Yuvraj Singh,SC Ganguly,4
RE van der Merwe,AM Nayar,4
YK Pathan,SM Katich,4
SK Trivedi,SM Katich,4
SK Trivedi,S Sreesanth,4
A Nehra,BJ Hodge,4
RR Raje,AC Gilchrist,4
SL Malinga,RG Sharma,4
Shoaib Ahmed,PR Shah,4
Shoaib Ahmed,DJ Bravo,4
RA Jadeja,RE van der Merwe,4
AS Raut,D du Preez,4
JH Kallis,LA Carseldine,4
D du Preez,LA Carseldine,4
RE van der Merwe,YK Pathan,4
P Kumar,RA Jadeja,4
Shoaib Ahmed,KC Sangakkara,4
TL Suman,IK Pathan,4
TL Suman,WA Mota,4
RP Singh,B Lee,4
SB Jakati,GC Smith,4
RA Jadeja,S Badrinath,4
A Mithun,ST Jayasuriya,4
R Bhatia,M Kartik,4
A Nehra,M Kartik,4
SS Sarkar,AB de Villiers,4
RR Raje,Yuvraj Singh,4
SL Malinga,B Lee,4
B Lee,ST Jayasuriya,4
TM Dilshan,DB Ravi Teja,4
R Bhatia,Y Venugopal Rao,4
RE van der Merwe,JDP Oram,4
R Vinay Kumar,M Muralitharan,4
Harbhajan Singh,RJ Quiney,4
J Botha,SR Tendulkar,4
SK Warne,Harbhajan Singh,4
BA Stokes,AB de Villiers,4
JD Unadkat,KM Jadhav,4
BA Stokes,SR Watson,4
IK Pathan,PJ Sangwan,4
L Balaji,AM Nayar,4
C Nanda,MS Dhoni,4
DJ Hussey,AC Gilchrist,4
Yuvraj Singh,HH Gibbs,4
A Nehra,SK Trivedi,4
AB Agarkar,GJ Bailey,4
M Muralitharan,BJ Hodge,4
SK Raina,WP Saha,4
V Kohli,KD Karthik,4
Y Nagar,JH Kallis,4
CK Langeveldt,SA Asnodkar,4
AB Agarkar,J Botha,4
AB Agarkar,Niraj Patel,4
SK Warne,AB Agarkar,4
M Muralitharan,LA Pomersbach,4
AM Salvi,PR Shah,4
Harbhajan Singh,R Bhatia,4
PJ Cummins,SA Yadav,4
V Kohli,TL Suman,4
B Akhil,RG Sharma,4
RE van der Merwe,Y Venugopal Rao,4
RP Singh,PJ Sangwan,4
RE van der Merwe,JA Morkel,4
R Vinay Kumar,AA Bilakhia,4
RG Sharma,LRPL Taylor,4
Harmeet Singh,MV Boucher,4
RP Singh,R Vinay Kumar,4
WPUJC Vaas,CA Pujara,4
Jaskaran Singh,CA Pujara,4
RP Singh,OA Shah,4
Z Khan,AD Mascarenhas,4
MF Maharoof,PP Chawla,4
I Sharma,P Kumar,4
WPUJC Vaas,S Badrinath,4
WPUJC Vaas,JA Morkel,4
A Mishra,AD Mascarenhas,4
I Sharma,MC Henriques,4
BB Sran,GJ Maxwell,4
Mohammad Nabi,AR Patel,4
B Kumar,MM Sharma,4
SK Raina,M Kartik,4
KA Pollard,A Mishra,4
R Vinay Kumar,MJ Lumb,4
A Kumble,DR Martyn,4
R Vinay Kumar,P Dogra,4
P Kumar,DR Martyn,4
L Balaji,R Bhatia,4
UT Yadav,S Badrinath,4
S Sreesanth,RP Singh,4
WPUJC Vaas,Yuvraj Singh,4
I Sharma,SK Warne,4
A Kumble,KA Pollard,4
JH Kallis,KA Pollard,4
A Mishra,MD Mishra,4
UT Yadav,Y Venugopal Rao,4
UT Yadav,WPUJC Vaas,4
S Aravind,KD Karthik,4
AF Milne,AJ Tye,4
R McLaren,OA Shah,4
SE Bond,SR Tendulkar,4
A Kumble,GJ Bailey,4
AC Voges,DPMD Jayawardene,4
SW Tait,HH Gibbs,4
B Lee,Mandeep Singh,4
SE Bond,Yuvraj Singh,4
AD Mathews,K Goel,4
PJ Sangwan,MK Pandey,4
T Thushara,MJ Lumb,4
T Thushara,AA Jhunjhunwala,4
T Thushara,P Dogra,4
A Symonds,R McLaren,4
Jaskaran Singh,Harbhajan Singh,4
SL Malinga,KAJ Roach,4
AD Mathews,DA Warner,4
CK Langeveldt,KM Jadhav,4
CH Morris,DJ Hooda,4
Yuvraj Singh,RR Pant,4
SJ Srivastava,R Sathish,4
B Lee,R Sathish,4
A Mishra,AC Voges,4
Jaskaran Singh,CH Gayle,4
RG Sharma,MK Tiwary,4
KAJ Roach,AD Mathews,4
Jaskaran Singh,DJ Hussey,4
AB Agarkar,MD Mishra,4
B Lee,KP Pietersen,4
SB Wagh,SK Raina,4
R McLaren,TL Suman,4
R McLaren,R Sharma,4
A Kumble,DA Warner,4
KP Appanna,KM Jadhav,4
Harmeet Singh,YK Pathan,4
RJ Harris,AA Jhunjhunwala,4
RP Singh,AA Jhunjhunwala,4
Harmeet Singh,M Morkel,4
RJ Harris,M Morkel,4
RJ Harris,AP Dole,4
RJ Harris,SK Trivedi,4
AP Dole,VVS Laxman,4
SK Warne,RP Singh,4
JJ Bumrah,AR Patel,4
Swapnil Singh,JC Buttler,4
KA Pollard,ML Hayden,4
R McLaren,MEK Hussey,4
S Tyagi,S Dhawan,4
SB Jakati,Harbhajan Singh,4
SK Raina,Harbhajan Singh,4
PD Collingwood,CH Gayle,4
P Kumar,MD Mishra,4
Yuvraj Singh,SS Tiwary,4
IK Pathan,R Sathish,4
RR Powar,KA Pollard,4
Z Khan,AB Barath,4
SL Malinga,AB Barath,4
SL Malinga,RS Sodhi,4
PD Collingwood,Yuvraj Singh,4
SL Malinga,AC Voges,4
RP Singh,CL White,4
DR Smith,RV Uthappa,4
Kuldeep Yadav,DR Smith,4
Kuldeep Yadav,RA Jadeja,4
AB McDonald,SR Tendulkar,4
CRD Fernando,PJ Sangwan,4
JA Morkel,AD Mathews,4
SK Raina,AD Mathews,4
SB Jakati,LR Shukla,4
DE Bollinger,AB Agarkar,4
AC Voges,RV Uthappa,4
VS Malik,B Sumanth,4
DW Steyn,R McLaren,4
KP Pietersen,AM Nayar,4
R McLaren,JH Kallis,4
Z Khan,R Vinay Kumar,4
AB Dinda,SK Trivedi,4
SR Watson,CA Pujara,4
AJ Finch,CA Pujara,4
SB Jakati,IK Pathan,4
PD Collingwood,MR Marsh,4
MR Marsh,DA Warner,4
MR Marsh,PD Collingwood,4
K Rabada,PA Patel,4
MG Johnson,SS Iyer,4
A Symonds,ML Hayden,4
DE Bollinger,TL Suman,4
ND Doshi,Y Venugopal Rao,4
SK Warne,IR Jaggi,4
A Singh,DW Steyn,4
AUK Pathan,DPMD Jayawardene,4
M Kartik,Sunny Singh,4
DT Christian,JH Kallis,4
JD Unadkat,DT Christian,4
BA Stokes,DA Warner,4
DT Christian,MC Henriques,4
DL Vettori,AT Rayudu,4
JJ van der Wath,S Sohal,4
DL Vettori,S Sohal,4
DL Vettori,B Chipli,4
MS Gony,SS Tiwary,4
JH Kallis,AG Paunikar,4
Iqbal Abdulla,R Dravid,4
NLTC Perera,DJ Jacobs,4
R Sathish,DPMD Jayawardene,4
VS Malik,KC Sangakkara,4
RJ Harris,DT Christian,4
JR Hopes,Yuvraj Singh,4
SB Wagh,DA Warner,4
R Sharma,AJ Finch,4
Sandeep Sharma,AJ Tye,4
NLTC Perera,S Badrinath,4
Y Nagar,S Sohal,4
DT Christian,NV Ojha,4
DT Christian,Y Venugopal Rao,4
SL Malinga,JD Ryder,4
AG Murtaza,MD Mishra,4
SL Malinga,M Kartik,4
WD Parnell,SR Tendulkar,4
JD Ryder,AT Rayudu,4
B Lee,RV Gomez,4
STR Binny,PC Valthaty,4
SW Tait,PP Chawla,4
BA Bhatt,SR Watson,4
PC Valthaty,STR Binny,4
Harbhajan Singh,R Ashwin,4
J Syed Mohammad,JH Kallis,4
S Aravind,EJG Morgan,4
JD Unadkat,TM Dilshan,4
AB Agarkar,DJ Hussey,4
M Morkel,AM Nayar,4
SL Malinga,DW Steyn,4
MM Patel,DW Steyn,4
TS Mills,RV Uthappa,4
STR Binny,SP Narine,4
S Badree,YK Pathan,4
P Negi,SA Yadav,4
TS Mills,CR Woakes,4
NM Coulter-Nile,AB de Villiers,4
NM Coulter-Nile,STR Binny,4
CR Woakes,S Aravind,4
SK Warne,RA Jadeja,4
SR Watson,M Muralitharan,4
RV Gomez,R Dravid,4
M Muralitharan,J Botha,4
NL McCullum,M Vijay,4
DL Vettori,MS Wade,4
J Syed Mohammad,Y Venugopal Rao,4
JR Hopes,CH Gayle,4
RP Singh,DT Christian,4
SK Warne,KA Pollard,4
AG Murtaza,R Dravid,4
A Mithun,RV Uthappa,4
YK Pathan,PC Valthaty,4
Iqbal Abdulla,SE Marsh,4
MJ McClenaghan,DT Christian,4
Washington Sundar,RG Sharma,4
SK Trivedi,Harpreet Singh,4
AC Thomas,AM Rahane,4
DE Bollinger,CL White,4
AN Ahmed,PC Valthaty,4
KA Pollard,PC Valthaty,4
RA Jadeja,TR Birt,4
I Sharma,EJG Morgan,4
DT Christian,YK Pathan,4
ND Doshi,M Vijay,4
R Sharma,KA Pollard,4
SL Malinga,M Manhas,4
JP Duminy,JR Hopes,4
V Kohli,RJ Harris,4
SN Thakur,DM Bravo,4
